company,event_count,is_repeated,first_layoff_date,last_layoff_date,timespan_days,mean_inter_event_days,min_inter_event_days,total_laid_off,mean_laid_off,max_laid_off,mean_percentage,median_percentage,max_percentage,industry,industry_group,stage,stage_group,country,region,funds_raised,funds_raised_log,total_laid_off_log,max_laid_off_log,cluster,Theoretical_Archetype
Cybereason,3,True,2022-06-01,2024-03-20,658,329.0,147.0,300.0,150.0,200.0,0.115,0.115,0.17,Security,Enterprise & Infrastructure,Series F,Growth Stage (Series E+),United States,North America,750.0,6.621405651764134,5.707110264748875,5.303304908059076,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
D-ID,1,False,2025-03-10,2025-03-10,0,,,22.0,22.0,22.0,0.25,0.25,0.25,AI,Other / Diversified,Series B,Expansion Stage (Series B),Israel,Middle East,48.0,3.8918202981106265,3.1354942159291497,3.1354942159291497,1,Severe Single-Wave Resets (Deep Structural Cuts)
D2iQ,2,True,2020-04-03,2023-12-08,1344,1344.0,1344.0,34.0,34.0,34.0,0.565,0.565,1.0,Infrastructure,Enterprise & Infrastructure,Series D,Late Stage (Series C-D),United States,North America,247.0,5.5134287461649825,3.5553480614894135,3.5553480614894135,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
DHI Group,1,False,2023-05-26,2023-05-26,0,,,53.0,53.0,53.0,0.1,0.1,0.1,Recruiting,Professional Services,Post-IPO,Public (Post-IPO),United States,North America,,5.159055299214529,3.9889840465642745,3.9889840465642745,1,Severe Single-Wave Resets (Deep Structural Cuts)
Daily Harvest,2,True,2022-02-10,2022-08-08,179,179.0,179.0,60.0,60.0,60.0,0.175,0.175,0.2,Food,Consumer & Retail,Series D,Late Stage (Series C-D),United States,North America,120.0,4.795790545596741,4.110873864173311,4.110873864173311,1,Severe Single-Wave Resets (Deep Structural Cuts)
Daniel Wellington,1,False,2022-06-09,2022-06-09,0,,,200.0,200.0,200.0,0.15,0.15,0.15,Retail,Consumer & Retail,Unknown,Unspecified / Private,Sweden,Europe,,5.159055299214529,5.303304908059076,5.303304908059076,1,Severe Single-Wave Resets (Deep Structural Cuts)
Dapper Labs,3,True,2022-11-02,2023-07-12,252,126.0,113.0,185.0,92.5,134.0,0.21000000000000002,0.21000000000000002,0.22,Crypto,Fintech & Financial Services,Unknown,Unspecified / Private,Canada,North America,607.0,6.410174881966167,5.225746673713202,4.90527477843843,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Dark,1,False,2020-06-23,2020-06-23,0,,,6.0,6.0,6.0,1.0,1.0,1.0,Product,Other / Diversified,Seed,Early Stage (Seed),United States,North America,3.0,1.3862943611198906,1.9459101490553132,1.9459101490553132,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Darrow,1,False,2026-07-07,2026-07-07,0,,,60.0,60.0,60.0,0.33,0.33,0.33,Legal,Professional Services,Series B,Expansion Stage (Series B),Israel,Middle East,63.0,4.1588830833596715,4.110873864173311,4.110873864173311,1,Severe Single-Wave Resets (Deep Structural Cuts)
DataRails,1,False,2022-12-05,2022-12-05,0,,,30.0,30.0,30.0,0.18,0.18,0.18,Finance,Fintech & Financial Services,Series B,Expansion Stage (Series B),Israel,Middle East,103.0,4.6443908991413725,3.4339872044851463,3.4339872044851463,1,Severe Single-Wave Resets (Deep Structural Cuts)
DataRobot,4,True,2020-03-27,2022-08-23,879,293.0,15.0,270.0,135.0,200.0,0.165,0.165,0.26,Data,Enterprise & Infrastructure,Series G,Growth Stage (Series E+),United States,North America,1000.0,6.90875477931522,5.602118820879701,5.303304908059076,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Dataminr,1,False,2023-11-28,2023-11-28,0,,,150.0,150.0,150.0,0.2,0.2,0.2,AI,Other / Diversified,Series F,Growth Stage (Series E+),United States,North America,1100.0,7.00397413672268,5.017279836814924,5.017279836814924,1,Severe Single-Wave Resets (Deep Structural Cuts)
Dazn,1,False,2022-05-26,2022-05-26,0,,,50.0,50.0,50.0,0.02,0.02,0.02,Consumer,Consumer & Retail,Unknown,Unspecified / Private,United Kingdom,Europe,,5.159055299214529,3.9318256327243257,3.9318256327243257,1,Severe Single-Wave Resets (Deep Structural Cuts)
Deadspin,1,False,2024-03-11,2024-03-11,0,,,11.0,11.0,11.0,1.0,1.0,1.0,Media,Marketing & Media,Acquired,Acquired / Subsidiary,United States,North America,,5.159055299214529,2.4849066497880004,2.4849066497880004,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
DealShare,2,True,2023-01-27,2023-09-21,237,237.0,237.0,230.0,115.0,130.0,0.06,0.06,0.06,Retail,Consumer & Retail,Series E,Growth Stage (Series E+),India,Asia-Pacific,390.0,5.968707559985366,5.442417710521793,4.875197323201151,1,Severe Single-Wave Resets (Deep Structural Cuts)
Dealtale,1,False,2023-08-09,2023-08-09,0,,,70.0,70.0,70.0,1.0,1.0,1.0,Sales,Professional Services,Acquired,Acquired / Subsidiary,Israel,Middle East,2.0,1.0986122886681098,4.2626798770413155,4.2626798770413155,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Deep Instict,1,False,2023-07-25,2023-07-25,0,,,46.0,46.0,46.0,0.15,0.15,0.15,Security,Enterprise & Infrastructure,Unknown,Unspecified / Private,United States,North America,322.0,5.777652323222656,3.8501476017100584,3.8501476017100584,1,Severe Single-Wave Resets (Deep Structural Cuts)
Deep Instinct,2,True,2022-06-06,2025-05-04,1063,1063.0,1063.0,20.0,20.0,20.0,0.1,0.1,0.1,Security,Enterprise & Infrastructure,Unknown,Unspecified / Private,Israel,Middle East,322.0,5.777652323222656,3.044522437723423,3.044522437723423,1,Severe Single-Wave Resets (Deep Structural Cuts)
DeepL,1,False,2026-05-07,2026-05-07,0,,,250.0,250.0,250.0,0.21,0.21,0.21,AI,Other / Diversified,Unknown,Unspecified / Private,Germany,Europe,400.0,5.993961427306569,5.5254529391317835,5.5254529391317835,1,Severe Single-Wave Resets (Deep Structural Cuts)
DeepVerge,1,False,2023-07-12,2023-07-12,0,,,50.0,50.0,50.0,1.0,1.0,1.0,Healthcare,Healthcare & BioTech,Post-IPO,Public (Post-IPO),Ireland,Europe,20.0,3.044522437723423,3.9318256327243257,3.9318256327243257,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Deepgram,1,False,2023-10-11,2023-10-11,0,,,20.0,20.0,20.0,0.2,0.2,0.2,AI,Other / Diversified,Series B,Expansion Stage (Series B),United States,North America,86.0,4.465908118654584,3.044522437723423,3.044522437723423,1,Severe Single-Wave Resets (Deep Structural Cuts)
Deepwatch,2,True,2023-07-13,2025-11-12,853,853.0,853.0,110.0,55.0,80.0,0.195,0.195,0.32,Security,Enterprise & Infrastructure,Series C,Late Stage (Series C-D),United States,North America,256.0,5.54907608489522,4.709530201312334,4.394449154672439,1,Severe Single-Wave Resets (Deep Structural Cuts)
Definitive Healthcare,1,False,2023-01-12,2023-01-12,0,,,55.0,55.0,55.0,0.06,0.06,0.06,Healthcare,Healthcare & BioTech,Post-IPO,Public (Post-IPO),United States,North America,,5.159055299214529,4.02535169073515,4.02535169073515,1,Severe Single-Wave Resets (Deep Structural Cuts)
Deliv,1,False,2020-05-13,2020-05-13,0,,,669.0,669.0,669.0,1.0,1.0,1.0,Retail,Consumer & Retail,Series C,Late Stage (Series C-D),United States,North America,80.0,4.394449154672439,6.507277712385012,6.507277712385012,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Deliveroo,3,True,2020-04-28,2026-02-25,2129,1064.5,1017.0,904.0,301.3333333333333,367.0,0.12,0.12,0.15,Food,Consumer & Retail,Post-IPO,Public (Post-IPO),United Kingdom,Europe,1700.0,7.438971592395862,6.807934943699926,5.908082938168931,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Deliveroo Australia,1,False,2022-11-15,2022-11-15,0,,,120.0,120.0,120.0,1.0,1.0,1.0,Food,Consumer & Retail,Post-IPO,Public (Post-IPO),Australia,Asia-Pacific,1700.0,7.438971592395862,4.795790545596741,4.795790545596741,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Delivery Hero,5,True,2021-12-22,2024-07-31,952,238.0,88.0,756.0,189.0,300.0,0.04,0.04,0.04,Food,Consumer & Retail,Post-IPO,Public (Post-IPO),Germany,Europe,9900.0,9.200391041122515,6.6293632534374485,5.707110264748875,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Dell,5,True,2023-02-06,2026-03-16,1134,283.5,133.0,23650.0,7883.333333333333,11000.0,0.06666666666666667,0.05,0.1,Hardware,Hardware & Manufacturing,Post-IPO,Public (Post-IPO),United States,North America,,5.159055299214529,10.071160676324263,9.305741456739435,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Demandbase,1,False,2022-09-07,2022-09-07,0,,,27.0,27.0,27.0,0.03,0.03,0.03,Sales,Professional Services,Series H,Growth Stage (Series E+),United States,North America,143.0,4.969813299576001,3.332204510175204,3.332204510175204,1,Severe Single-Wave Resets (Deep Structural Cuts)
Deputy,1,False,2020-05-04,2020-05-04,0,,,60.0,60.0,60.0,0.3,0.3,0.3,HR,Other / Diversified,Series B,Expansion Stage (Series B),Australia,Asia-Pacific,106.0,4.672828834461906,4.110873864173311,4.110873864173311,1,Severe Single-Wave Resets (Deep Structural Cuts)
Descartes Labs,1,False,2020-06-02,2020-06-02,0,,,12.0,12.0,12.0,0.16,0.16,0.16,Data,Enterprise & Infrastructure,Series B,Expansion Stage (Series B),United States,North America,58.0,4.07753744390572,2.5649493574615367,2.5649493574615367,1,Severe Single-Wave Resets (Deep Structural Cuts)
DialSource,1,False,2020-03-31,2020-03-31,0,,,5.0,5.0,5.0,0.14,0.14,0.14,Marketing,Marketing & Media,Series B,Expansion Stage (Series B),United States,North America,26.0,3.295836866004329,1.791759469228055,1.791759469228055,1,Severe Single-Wave Resets (Deep Structural Cuts)
Digimarc,2,True,2023-02-17,2025-02-27,741,741.0,741.0,90.0,90.0,90.0,0.4,0.4,0.4,Other,Other / Diversified,Post-IPO,Public (Post-IPO),United States,North America,105.0,4.663439094112067,4.51085950651685,4.51085950651685,1,Severe Single-Wave Resets (Deep Structural Cuts)
Digital Currency Gruop,1,False,2022-11-02,2022-11-02,0,,,10.0,10.0,10.0,0.13,0.13,0.13,Crypto,Fintech & Financial Services,Unknown,Unspecified / Private,United States,North America,,5.159055299214529,2.3978952727983707,2.3978952727983707,1,Severe Single-Wave Resets (Deep Structural Cuts)
DigitalOcean,1,False,2023-02-15,2023-02-15,0,,,200.0,200.0,200.0,0.11,0.11,0.11,Infrastructure,Enterprise & Infrastructure,Post-IPO,Public (Post-IPO),United States,North America,491.0,6.198478716492308,5.303304908059076,5.303304908059076,1,Severe Single-Wave Resets (Deep Structural Cuts)
Discord,2,True,2023-08-03,2024-01-11,161,161.0,161.0,207.0,103.5,170.0,0.10500000000000001,0.10500000000000001,0.17,Consumer,Consumer & Retail,Series H,Growth Stage (Series E+),United States,North America,995.0,6.903747257584598,5.337538079701318,5.14166355650266,1,Severe Single-Wave Resets (Deep Structural Cuts)
Divergent 3D,1,False,2020-04-24,2020-04-24,0,,,57.0,57.0,57.0,0.36,0.36,0.36,Transportation,Travel & Transportation,Series B,Expansion Stage (Series B),United States,North America,88.0,4.48863636973214,4.060443010546419,4.060443010546419,1,Severe Single-Wave Resets (Deep Structural Cuts)
Divvy Homes,4,True,2020-03-25,2023-09-11,1265,421.6666666666667,141.0,134.0,67.0,94.0,0.1,0.1,0.12,Real Estate,Real Estate & PropTech,Series B,Expansion Stage (Series B),United States,North America,180.0,5.198497031265826,4.90527477843843,4.553876891600541,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Dock,1,False,2022-11-07,2022-11-07,0,,,190.0,190.0,190.0,0.12,0.12,0.12,Finance,Fintech & Financial Services,Private Equity,Private Equity Owned,Brazil,Latin America,280.0,5.638354669333745,5.25227342804663,5.25227342804663,1,Severe Single-Wave Resets (Deep Structural Cuts)
Docly,1,False,2020-08-19,2020-08-19,0,,,8.0,8.0,8.0,0.8,0.8,0.8,Healthcare,Healthcare & BioTech,Seed,Early Stage (Seed),United Kingdom,Europe,15.5,2.803360380906535,2.1972245773362196,2.1972245773362196,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
DocuSign,3,True,2022-09-28,2024-02-06,496,248.0,141.0,1791.0,597.0,680.0,0.08333333333333333,0.09,0.1,Sales,Professional Services,Post-IPO,Public (Post-IPO),United States,North America,536.0,6.285998094508865,7.491087593534876,6.523562306149512,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Doma,3,True,2022-05-10,2022-12-06,210,105.0,86.0,1075.0,358.3333333333333,515.0,0.22666666666666668,0.15,0.4,Finance,Fintech & Financial Services,Post-IPO,Public (Post-IPO),United States,North America,679.0,6.522092798170152,6.98100574072173,6.246106765481563,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Domestika,2,True,2022-04-28,2023-03-31,337,337.0,337.0,239.0,119.5,150.0,0.32,0.32,0.45,Education,EdTech & Learning,Series D,Late Stage (Series C-D),Spain,Europe,130.0,4.875197323201151,5.480638923341991,5.017279836814924,1,Severe Single-Wave Resets (Deep Structural Cuts)
Domo,2,True,2020-04-09,2023-11-30,1330,1330.0,1330.0,90.0,90.0,90.0,0.085,0.085,0.1,Data,Enterprise & Infrastructure,Post-IPO,Public (Post-IPO),United States,North America,689.0,6.536691597591305,4.51085950651685,4.51085950651685,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
DoorDash,1,False,2022-11-30,2022-11-30,0,,,1250.0,1250.0,1250.0,0.06,0.06,0.06,Food,Consumer & Retail,Post-IPO,Public (Post-IPO),United States,North America,2500.0,7.824445930877619,7.1316985104669115,7.1316985104669115,1,Severe Single-Wave Resets (Deep Structural Cuts)
Dotscience,1,False,2020-05-19,2020-05-19,0,,,10.0,10.0,10.0,1.0,1.0,1.0,Product,Other / Diversified,Unknown,Unspecified / Private,United Kingdom,Europe,,5.159055299214529,2.3978952727983707,2.3978952727983707,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Dover,1,False,2022-07-26,2022-07-26,0,,,23.0,23.0,23.0,0.3,0.3,0.3,Recruiting,Professional Services,Series A,Early Venture (Series A),United States,North America,22.0,3.1354942159291497,3.1780538303479458,3.1780538303479458,1,Severe Single-Wave Resets (Deep Structural Cuts)
Doximity,1,False,2023-08-08,2023-08-08,0,,,100.0,100.0,100.0,0.1,0.1,0.1,Healthcare,Healthcare & BioTech,Post-IPO,Public (Post-IPO),United States,North America,82.0,4.418840607796598,4.61512051684126,4.61512051684126,1,Severe Single-Wave Resets (Deep Structural Cuts)
DraftKings,2,True,2023-02-01,2026-02-24,1119,1119.0,1119.0,140.0,140.0,140.0,0.04,0.04,0.04,Consumer,Consumer & Retail,Post-IPO,Public (Post-IPO),United States,North America,719.0,6.579251212010101,4.948759890378168,4.948759890378168,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Dragos,1,False,2023-06-06,2023-06-06,0,,,50.0,50.0,50.0,0.09,0.09,0.09,Security,Enterprise & Infrastructure,Series D,Late Stage (Series C-D),United States,North America,364.0,5.8998973535824915,3.9318256327243257,3.9318256327243257,1,Severe Single-Wave Resets (Deep Structural Cuts)
Drata,1,False,2024-09-26,2024-09-26,0,,,40.0,40.0,40.0,0.09,0.09,0.09,Security,Enterprise & Infrastructure,Series C,Late Stage (Series C-D),United States,North America,328.0,5.796057750765372,3.713572066704308,3.713572066704308,1,Severe Single-Wave Resets (Deep Structural Cuts)
Drift,2,True,2023-02-06,2023-09-07,213,213.0,213.0,159.0,79.5,100.0,0.25,0.25,0.25,Marketing,Marketing & Media,Acquired,Acquired / Subsidiary,United States,North America,107.0,4.68213122712422,5.075173815233827,4.61512051684126,1,Severe Single-Wave Resets (Deep Structural Cuts)
Drip Capital,1,False,2023-04-14,2023-04-14,0,,,75.0,75.0,75.0,0.2,0.2,0.2,Finance,Fintech & Financial Services,Series C,Late Stage (Series C-D),United States,North America,85.0,4.454347296253507,4.330733340286331,4.330733340286331,1,Severe Single-Wave Resets (Deep Structural Cuts)
Drizly,2,True,2023-03-29,2024-02-05,313,313.0,313.0,268.0,134.0,168.0,1.0,1.0,1.0,Retail,Consumer & Retail,Acquired,Acquired / Subsidiary,United States,North America,119.0,4.787491742782046,5.594711379601839,5.1298987149230735,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Dropbox,3,True,2021-01-13,2024-10-30,1386,693.0,552.0,1342.0,447.3333333333333,527.0,0.17,0.16,0.2,Other,Other / Diversified,Post-IPO,Public (Post-IPO),United States,North America,1700.0,7.438971592395862,7.202661196523238,6.269096283706261,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Dropp,1,False,2023-02-14,2023-02-14,0,,,60.0,60.0,60.0,1.0,1.0,1.0,Retail,Consumer & Retail,Unknown,Unspecified / Private,Germany,Europe,2.0,1.0986122886681098,4.110873864173311,4.110873864173311,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Dukaan,3,True,2022-10-31,2023-07-11,253,126.5,118.0,79.0,39.5,56.0,0.3,0.3,0.3,Retail,Consumer & Retail,Series A,Early Venture (Series A),India,Asia-Pacific,17.0,2.8903717578961645,4.382026634673881,4.04305126783455,1,Severe Single-Wave Resets (Deep Structural Cuts)
Dunzo,5,True,2023-01-16,2024-08-31,593,148.25,68.0,600.0,200.0,300.0,0.345,0.3,0.75,Food,Consumer & Retail,Unknown,Unspecified / Private,India,Asia-Pacific,458.0,6.129050210060545,6.398594934535208,5.707110264748875,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Dutchie,1,False,2022-06-06,2022-06-06,0,,,50.0,50.0,50.0,0.07,0.07,0.07,Other,Other / Diversified,Series D,Late Stage (Series C-D),United States,North America,603.0,6.403574197934815,3.9318256327243257,3.9318256327243257,1,Severe Single-Wave Resets (Deep Structural Cuts)
Dynamic Signal,1,False,2020-04-02,2020-04-02,0,,,35.0,35.0,35.0,0.19,0.19,0.19,HR,Other / Diversified,Series E,Growth Stage (Series E+),United States,North America,114.0,4.74493212836325,3.58351893845611,3.58351893845611,1,Severe Single-Wave Resets (Deep Structural Cuts)
EMX Digital,1,False,2023-02-13,2023-02-13,0,,,100.0,100.0,100.0,1.0,1.0,1.0,Marketing,Marketing & Media,Unknown,Unspecified / Private,United States,North America,,5.159055299214529,4.61512051684126,4.61512051684126,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Earnin,1,False,2020-04-01,2020-04-01,0,,,50.0,50.0,50.0,0.2,0.2,0.2,Finance,Fintech & Financial Services,Series C,Late Stage (Series C-D),United States,North America,190.0,5.25227342804663,3.9318256327243257,3.9318256327243257,1,Severe Single-Wave Resets (Deep Structural Cuts)
Earnix,1,False,2023-05-04,2023-05-04,0,,,30.0,30.0,30.0,0.1,0.1,0.1,Finance,Fintech & Financial Services,Unknown,Unspecified / Private,Israel,Middle East,100.0,4.61512051684126,3.4339872044851463,3.4339872044851463,1,Severe Single-Wave Resets (Deep Structural Cuts)
Easee,1,False,2023-08-14,2023-08-14,0,,,200.0,200.0,200.0,0.57,0.57,0.57,Energy,Other / Diversified,Unknown,Unspecified / Private,Norway,Europe,,5.159055299214529,5.303304908059076,5.303304908059076,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
EasyPost,2,True,2020-03-11,2020-04-13,33,33.0,33.0,125.0,62.5,75.0,0.25,0.25,0.25,Logistics,Travel & Transportation,Series A,Early Venture (Series A),United States,North America,12.0,2.5649493574615367,4.836281906951478,4.330733340286331,1,Severe Single-Wave Resets (Deep Structural Cuts)
Eatsy,1,False,2020-08-08,2020-08-08,0,,,20.0,20.0,20.0,1.0,1.0,1.0,Food,Consumer & Retail,Seed,Early Stage (Seed),Singapore,Asia-Pacific,0.9755,0.6808215308693084,3.044522437723423,3.044522437723423,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Eaze,2,True,2022-06-01,2024-10-07,859,859.0,859.0,525.0,262.5,500.0,1.0,1.0,1.0,Consumer,Consumer & Retail,Series D,Late Stage (Series C-D),United States,North America,202.0,5.313205979041787,6.26530121273771,6.2166061010848646,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Ebanx,2,True,2020-05-27,2022-06-21,755,755.0,755.0,402.0,201.0,340.0,0.14,0.14,0.2,Finance,Fintech & Financial Services,Series B,Expansion Stage (Series B),Brazil,Latin America,460.0,6.133398042996649,5.998936561946683,5.831882477283517,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Ecobee,1,False,2020-03-26,2020-03-26,0,,,47.0,47.0,47.0,0.1,0.1,0.1,Energy,Other / Diversified,Series C,Late Stage (Series C-D),Canada,North America,149.0,5.0106352940962555,3.871201010907891,3.871201010907891,1,Severe Single-Wave Resets (Deep Structural Cuts)
Eden / Managed By Q,1,False,2020-04-08,2020-04-08,0,,,40.0,40.0,40.0,0.4,0.4,0.4,Real Estate,Real Estate & PropTech,Series B,Expansion Stage (Series B),United States,North America,40.0,3.713572066704308,3.713572066704308,3.713572066704308,1,Severe Single-Wave Resets (Deep Structural Cuts)
Edgio,3,True,2022-12-13,2024-03-04,447,223.5,175.0,309.0,103.0,134.0,0.10666666666666667,0.1,0.12,Infrastructure,Enterprise & Infrastructure,Post-IPO,Public (Post-IPO),United States,North America,462.0,6.137727054086234,5.736572297479192,4.90527477843843,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Eigen Labs,1,False,2025-07-08,2025-07-08,0,,,29.0,29.0,29.0,0.25,0.25,0.25,Crypto,Fintech & Financial Services,Unknown,Unspecified / Private,United States,North America,234.0,5.459585514144159,3.4011973816621555,3.4011973816621555,1,Severe Single-Wave Resets (Deep Structural Cuts)
Eightfold AI,1,False,2023-02-03,2023-02-03,0,,,90.0,90.0,90.0,0.15,0.15,0.15,HR,Other / Diversified,Series E,Growth Stage (Series E+),United States,North America,396.0,5.983936280687191,4.51085950651685,4.51085950651685,1,Severe Single-Wave Resets (Deep Structural Cuts)
Ejento,1,False,2020-03-19,2020-03-19,0,,,84.0,84.0,84.0,1.0,1.0,1.0,Recruiting,Professional Services,Unknown,Unspecified / Private,United States,North America,,5.159055299214529,4.442651256490317,4.442651256490317,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Electric,2,True,2022-08-30,2023-02-13,167,167.0,167.0,222.0,111.0,141.0,0.25,0.25,0.25,Other,Other / Diversified,Series D,Late Stage (Series C-D),United States,North America,212.0,5.3612921657094255,5.407171771460119,4.955827057601261,1,Severe Single-Wave Resets (Deep Structural Cuts)
Electronic Arts,4,True,2023-02-28,2025-04-29,791,263.6666666666667,29.0,1950.0,487.5,780.0,0.055,0.055,0.06,Consumer,Consumer & Retail,Post-IPO,Public (Post-IPO),United States,North America,2.0,1.0986122886681098,7.576097340623111,6.660575149839686,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Element AI,1,False,2020-05-04,2020-05-04,0,,,62.0,62.0,62.0,0.15,0.15,0.15,Other,Other / Diversified,Series B,Expansion Stage (Series B),Canada,North America,257.0,5.552959584921617,4.143134726391533,4.143134726391533,1,Severe Single-Wave Resets (Deep Structural Cuts)
Elementor,2,True,2022-06-15,2026-06-29,1475,1475.0,1475.0,160.0,80.0,100.0,0.22499999999999998,0.22499999999999998,0.3,Media,Marketing & Media,Series B,Expansion Stage (Series B),Israel,Middle East,65.0,4.189654742026425,5.081404364984463,4.61512051684126,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Elinvar,1,False,2022-10-21,2022-10-21,0,,,43.0,43.0,43.0,0.33,0.33,0.33,Finance,Fintech & Financial Services,Unknown,Unspecified / Private,Germany,Europe,30.0,3.4339872044851463,3.784189633918261,3.784189633918261,1,Severe Single-Wave Resets (Deep Structural Cuts)
Embark Trucks,1,False,2023-03-03,2023-03-03,0,,,230.0,230.0,230.0,0.7,0.7,0.7,Transportation,Travel & Transportation,Post-IPO,Public (Post-IPO),United States,North America,317.0,5.762051382780177,5.442417710521793,5.442417710521793,0,Targeted Multi-Wave Downscalers (Iterative Restructuring)
Embroker,1,False,2022-10-25,2022-10-25,0,,,30.0,30.0,30.0,0.12,0.12,0.12,Finance,Fintech & Financial Services,Series C,Late Stage (Series C-D),United States,North America,142.0,4.962844630259907,3.4339872044851463,3.4339872044851463,1,Severe Single-Wave Resets (Deep Structural Cuts)
Emma Sleep,1,False,2024-06-19,2024-06-19,0,,,200.0,200.0,200.0,0.18,0.18,0.18,Retail,Consumer & Retail,Acquired,Acquired / Subsidiary,Germany,Europe,,5.159055299214529,5.303304908059076,5.303304908059076,1,Severe Single-Wave Resets (Deep Structural Cuts)
Emotive,1,False,2022-07-07,2022-07-07,0,,,30.0,30.0,30.0,0.18,0.18,0.18,Marketing,Marketing & Media,Series B,Expansion Stage (Series B),United States,North America,78.0,4.3694478524670215,3.4339872044851463,3.4339872044851463,1,Severe Single-Wave Resets (Deep Structural Cuts)
Enjoei,1,False,2023-01-20,2023-01-20,0,,,31.0,31.0,31.0,0.1,0.1,0.1,Retail,Consumer & Retail,Unknown,Unspecified / Private,Brazil,Latin America,14.0,2.70805020110221,3.4657359027997265,3.4657359027997265,1,Severe Single-Wave Resets (Deep Structural Cuts)
Enjoy,1,False,2022-06-30,2022-06-30,0,,,400.0,400.0,400.0,0.18,0.18,0.18,Retail,Consumer & Retail,Post-IPO,Public (Post-IPO),United States,North America,310.0,5.739792912179234,5.993961427306569,5.993961427306569,1,Severe Single-Wave Resets (Deep Structural Cuts)
Enovix,2,True,2023-10-05,2024-05-06,214,214.0,214.0,355.0,177.5,185.0,0.33,0.33,0.33,Energy,Other / Diversified,Post-IPO,Public (Post-IPO),United States,North America,516.0,6.248042874508429,5.87493073085203,5.225746673713202,1,Severe Single-Wave Resets (Deep Structural Cuts)
Enphase Energy,2,True,2023-12-18,2024-11-11,329,329.0,329.0,850.0,425.0,500.0,0.135,0.135,0.17,Energy,Other / Diversified,Post-IPO,Public (Post-IPO),United States,North America,116.0,4.762173934797756,6.7464121285733745,6.2166061010848646,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Envato,2,True,2022-06-02,2026-03-04,1371,1371.0,1371.0,300.0,150.0,200.0,0.3,0.3,0.3,Marketing,Marketing & Media,Unknown,Unspecified / Private,Australia,Asia-Pacific,,5.159055299214529,5.707110264748875,5.303304908059076,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Envoy,1,False,2020-04-14,2020-04-14,0,,,58.0,58.0,58.0,0.3,0.3,0.3,HR,Other / Diversified,Series B,Expansion Stage (Series B),United States,North America,59.0,4.0943445622221,4.07753744390572,4.07753744390572,1,Severe Single-Wave Resets (Deep Structural Cuts)
Epic Games,2,True,2023-09-28,2026-03-24,908,908.0,908.0,1870.0,935.0,1000.0,0.16,0.16,0.16,Consumer,Consumer & Retail,Unknown,Unspecified / Private,United States,North America,6400.0,8.764209507142004,7.534228326274089,6.90875477931522,2,"Enterprise Mega-Downscalers (High Capitalization, Scaled Magnitude)"
Epidemic Sound,1,False,2026-04-21,2026-04-21,0,,,150.0,150.0,150.0,0.33,0.33,0.33,Media,Marketing & Media,Private Equity,Private Equity Owned,Sweden,Europe,509.0,6.234410725718371,5.017279836814924,5.017279836814924,1,Severe Single-Wave Resets (Deep Structural Cuts)
EquityZen,1,False,2022-10-31,2022-10-31,0,,,30.0,30.0,30.0,0.27,0.27,0.27,Finance,Fintech & Financial Services,Series B,Expansion Stage (Series B),United States,North America,11.0,2.4849066497880004,3.4339872044851463,3.4339872044851463,1,Severe Single-Wave Resets (Deep Structural Cuts)
